Words,Reading,Meaning
to look back; ...,,
N1,,
雇用,,
こよう,,
employment,,
N1,,
TOP 5000,,
待ち合わせ,,
まちあわせ,,
appointment,,
N1,,
視察,,
しさつ,,
inspection,,
N1,,
TOP 10000,,
視野,,
しや,,
field of vision,,
N1,,
TOP 5000,,
証言,,
しょうげん,,
testimony,,
N1,,
TOP 10000,,
取り除く,,
とりのぞく,,
to remove,,
N1,,
TOP 5000,,
視点,,
してん,,
opinion,,
N1,,
TOP 2500,,
証人,,
しょうにん,,
witness,,
N1,,
取り次ぐ,,
とりつぐ,,
to act as an agent for; ...,,
N1,,
取り混ぜる,,
とりまぜる,,
to mix,,
N1,,
はまる,,
to fit; ...,,
N1,,
TOP 2500,,
捜査,,
そうさ,,
search,,
N1,,
TOP 10000,,
切実,,
せつじつ,,
compelling,,
N1,,
捜索,,
そうさく,,
search; ...,,
N1,,
法学,,
ほうがく,,
law,,
N1,,
非難,,
ひなん,,
criticism,,
N1,,
TOP 10000,,
対等,,
たいとう,,
equality; ...,,
N1,,
対比,,
たいひ,,
contrast,,
N1,,
対面,,
たいめん,,
interview; ...,,
N1,,
TOP 10000,,
引きずる,,
ひきずる,,
to drag along; ...,,
N1,,
TOP 10000,,
対談,,
たいだん,,
talk,,
N1,,
TOP 10000,,
腐敗,,
ふはい,,
decomposition; ...,,
N1,,
火星,,
かせい,,
Mars (planet),,
N1,,
くっきり,,
distinctly,,
N1,,
ショー,,
show,,
N1,,
TOP 5000,,
再建,,
さいけん,,
rebuilding; ...,,
N1,,
TOP 10000,,
法案,,
ほうあん,,
bill (law),,
N1,,
TOP 10000,,
辛抱,,
しんぼう,,
patience,,
N1,,
進み,,
すすみ,,
progress,,
N1,,
冷やかす,,
ひやかす,,
to banter; ...,,
N1,,
育ち,,
そだち,,
breeding,,
N1,,
中ほど,,
なかほど,,
(about) middle,,
N1,,
対話,,
たいわ,,
dialogue,,
N1,,
TOP 10000,,
再現,,
さいげん,,
reappearance,,
N1,,
TOP 5000,,
くすぐったい,,
ticklish; ...,,
N1,,
中断,,
ちゅうだん,,
interruption,,
N1,,
TOP 10000,,
すすぐ,,
to rinse; ...,,
N1,,
取り扱う,,
とりあつかう,,
to handle; ...,,
N1,,
TOP 5000,,
方式,,
ほうしき,,
form,,
N1,,
TOP 5000,,
悲惨,,
ひさん,,
disastrous,,
N1,,
TOP 10000,,
誘惑,,
ゆうわく,,
temptation,,
N1,,
TOP 10000,,
悲観,,
ひかん,,
pessimism,,
N1,,
誘導,,
ゆうどう,,
guidance,,
N1,,
TOP 5000,,
域外,,
いきがい,,
outside the area,,
N1,,
対立,,
たいりつ,,
confrontation,,
N1,,
TOP 10000,,
方策,,
ほうさく,,
plan,,
N1,,
壮大,,
そうだい,,
magnificent,,
N1,,
TOP 10000,,
中枢,,
ちゅうすう,,
centre,,
N1,,
対抗,,
たいこう,,
opposition,,
N1,,
TOP 10000,,
株式,,
かぶしき,,
stock,,
N1,,
TOP 5000,,
対決,,
たいけつ,,
confrontation,,
N1,,
TOP 10000,,
打ち込む,,
うちこむ,,
to drive in; ...,,
N1,,
TOP 10000,,
修行,,
しゅぎょう,,
ascetic practices; ...,,
N1,,
TOP 10000,,
身振り,,
みぶり,,
gesture,,
N1,,
再会,,
さいかい,,
another meeting,,
N1,,
TOP 10000,,
擦れる,,
すれる,,
to rub; ...,,
N1,,
艶,,
えん,,
charming,,
N1,,
浮力,,
ふりょく,,
buoyancy,,
N1,,
股,,
また,,
crotch; ...,,
N1,,
浅ましい,,
あさましい,,
wretched,,
N1,,
かろうじて,,
barely,,
N1,,
称する,,
しょうする,,
to take the name of; ...,,
N1,,
TOP 10000,,
対処,,
たいしょ,,
dealing with,,
N1,,
TOP 5000,,
ダウン,,
down; ...,,
N1,,
TOP 5000,,
早急,,
さっきゅう,,
immediate,,
N1,,
TOP 10000,,
きっかり,,
exactly; ...,,
N1,,
かつて,,
once; ...,,
N1,,
TOP 2500,,
きっちり,,
punctually; ...,,
N1,,
TOP 10000,,
浮気,,
うわき,,
extramarital sex; ...,,
N1,,
TOP 2500,,
取り分,,
とりぶん,,
one's share,,
N1,,
きっぱり,,
clearly,,
N1,,
診療,,
しんりょう,,
diagnosis and treatment,,
N1,,
TOP 5000,,
タレント,,
star; ...,,
N1,,
TOP 5000,,
故人,,
こじん,,
the deceased,,
N1,,
身なり,,
みなり,,
dress,,
N1,,
本体,,
ほんたい,,
substance; ...,,
N1,,
TOP 2500,,
催す,,
もよおす,,
to hold; ...,,
N1,,
かつ,,
yet,,
N1,,
TOP 2500,,
善し悪し,,
よしあし,,
right or wrong,,
N1,,
戦力,,
せんりょく,,
war potential; ...,,
N1,,
TOP 10000,,
モーテル,,
motel; ...,,
N1,,
叶える,,
かなえる,,
to grant; ...,,
N1,,
TOP 5000,,
中傷,,
ちゅうしょう,,
slander,,
N1,,
かなう,,
to come true (wish); ...,,
N1,,
TOP 5000,,
主任,,
しゅにん,,
person in charge,,
N1,,
類似,,
るいじ,,
resemblance; ...,,
N1,,
TOP 5000,,
衛生,,
えいせい,,
health,,
N1,,
TOP 10000,,
類推,,
るいすい,,
analogy; ...,,
N1,,
きちっと,,
exactly,,
N1,,
身近,,
みぢか,,
near oneself,,
N1,,
TOP 5000,,
滑らか,,
なめらか,,
smooth; ...,,
N1,,
TOP 5000,,
修学,,
しゅうがく,,
learning,,
N1,,
供,,
とも,,
companion,,
N1,,
ダース,,
dozen,,
N1,,
日の丸,,
ひのまる,,
outline of the sun; ...,,
N1,,
精巧,,
せいこう,,
elaborate,,
N1,,
モニター,,
monitor; ...,,
N1,,
TOP 5000,,
カクテル,,
cocktail,,
N1,,
TOP 10000,,
戦闘,,
せんとう,,
battle,,
N1,,
TOP 5000,,
滑稽,,
こっけい,,
funny,,
N1,,
すがすがしい,,
refreshing,,
N1,,
タワー,,
tower,,
N1,,
TOP 10000,,
本質,,
ほんしつ,,
essence,,
N1,,
TOP 10000,,
本場,,
ほんば,,
home; ...,,
N1,,
TOP 10000,,
パトカー,,
patrol car,,
N1,,
戸籍,,
こせき,,
family register; ...,,
N1,,
戸締まり,,
とじまり,,
closing up,,
N1,,
賑わう,,
にぎわう,,
to be crowded with people; ...,,
N1,,
TOP 10000,,
パジャマ,,
pajamas,,
N1,,
盛る,,
さかる,,
to prosper; ...,,
N1,,
親善,,
しんぜん,,
friendship,,
N1,,
戦災,,
せんさい,,
war damage,,
N1,,
活発,,
かっぱつ,,
vigor,,
N1,,
TOP 5000,,
戦術,,
せんじゅつ,,
tactics,,
N1,,
TOP 10000,,
本気,,
ほんき,,
seriousness,,
N1,,
TOP 10000,,
本館,,
ほんかん,,
main building,,
N1,,
和やか,,
なごやか,,
mild,,
N1,,
和らげる,,
やわらげる,,
to soften,,
N1,,
TOP 10000,,
肉親,,
にくしん,,
blood relationship,,
N1,,
肉体,,
にくたい,,
the body,,
N1,,
TOP 10000,,
中継,,
ちゅうけい,,
relay; ...,,
N1,,
TOP 10000,,
盛大,,
せいだい,,
grand; ...,,
N1,,
盛装,,
せいそう,,
dressed up,,
N1,,
じゅうたん,,
carpet,,
N1,,
亜科,,
あか,,
subfamily,,
N1,,
侵略,,
しんりゃく,,
aggression,,
N1,,
生理,,
せいり,,
physiology; ...,,
N1,,
TOP 5000,,
論理,,
ろんり,,
logic; ...,,
N1,,
TOP 10000,,
刺繍,,
ししゅう,,
embroidery,,
N1,,
TOP 10000,,
タイヤ,,
tire,,
N1,,
TOP 2500,,
本音,,
ほんね,,
real intention,,
N1,,
TOP 5000,,
タイル,,
tile; ...,,
N1,,
TOP 10000,,
英雄,,
えいゆう,,
hero; ...,,
N1,,
TOP 10000,,
天井,,
てんじょう,,
ceiling,,
N1,,
TOP 5000,,
がっちり,,
solid; ...,,
N1,,
がっしり,,
firmly,,
N1,,
本格,,
ほんかく,,
original method or procedure; ...,,
N1,,
TOP 10000,,
実情,,
じつじょう,,
real condition,,
N1,,
TOP 10000,,
パチンコ,,
pachinko; ...,,
N1,,
TOP 10000,,
就業,,
しゅうぎょう,,
employment,,
N1,,
タイムリー,,
timely; ...,,
N1,,
司法,,
しほう,,
administration of justice,,
N1,,
盛り上がる,,
もりあがる,,
to swell; ...,,
N1,,
TOP 2500,,
親しむ,,
したしむ,,
to be intimate with,,
N1,,
TOP 10000,,
タイミング,,
timing,,
N1,,
TOP 2500,,
タイム,,
time; ...,,
N1,,
TOP 2500,,
司る,,
つかさどる,,
to rule,,
N1,,
軍艦,,
ぐんかん,,
warship,,
N1,,
英字,,
えいじ,,
English letter,,
N1,,
享受,,
きょうじゅ,,
reception,,
N1,,
がっくり,,
heartbroken,,
N1,,
論議,,
ろんぎ,,
discussion,,
N1,,
没落,,
ぼつらく,,
ruin,,
N1,,
夜具,,
やぐ,,
bedding,,
N1,,
群がる,,
むらがる,,
to swarm,,
N1,,
交付,,
こうふ,,
delivering,,
N1,,
TOP 10000,,
何より,,
なにより,,
most,,
N1,,
TOP 5000,,
退く,,
しりぞく,,
to step back; ...,,
N1,,
発病,,
はつびょう,,
attack,,
N1,,
何なり,,
なんなり,,
any,,
N1,,
漁船,,
ぎょせん,,
fishing boat,,
N1,,
天,,
てん,,
sky; ...,,
N1,,
TOP 5000,,
何と,,
なんと,,
what,,
N1,,
TOP 2500,,
漁村,,
ぎょそん,,
fishing village,,
N1,,
国土,,
こくど,,
country,,
N1,,
吹奏,,
すいそう,,
playing wind instruments,,
N1,,
生臭い,,
なまぐさい,,
smelling of fish; ...,,
N1,,
生身,,
なまみ,,
living flesh; ...,,
N1,,
生真面目,,
きまじめ,,
too serious,,
N1,,
束縛,,
そくばく,,
restraint; ...,,
N1,,
使命,,
しめい,,
mission; ...,,
N1,,
TOP 10000,,
一筋,,
ひとすじ,,
one long straight object; ...,,
N1,,
垂れる,,
たれる,,
to hang; ...,,
N1,,
泊,,
はく,,
counter for nights of a stay,,
N1,,
TOP 5000,,
発生,,
はっせい,,
outbreak; ...,,
N1,,
TOP 1000,,
ワット,,
watt,,
N1,,
足し算,,
たしざん,,
addition,,
N1,,
使用人,,
しようにん,,
employee,,
N1,,
くぐる,,
to go under; ...,,
N1,,
依存,,
いぞん,,
dependence,,
N1,,
TOP 5000,,
インターフォン,,
intercom,,
N1,,
発言,,
はつげん,,
statement,,
N1,,
TOP 2500,,
徐行,,
じょこう,,
going slowly,,
N1,,
恋する,,
こいする,,
to fall in love with,,
N1,,
案の定,,
あんのじょう,,
just as one thought,,
N1,,
案じる,,
あんじる,,
to be anxious or concerned about; ...,,
N1,,
交渉,,
こうしょう,,
negotiations; ...,,
N1,,
TOP 5000,,
除外,,
じょがい,,
exception,,
N1,,
TOP 10000,,
老衰,,
ろうすい,,
senility,,
N1,,
発作,,
ほっさ,,
fit,,
N1,,
看護,,
かんご,,
nursing,,
N1,,
TOP 10000,,
生死,,
せいし,,
life and death; ...,,
N1,,
つかの間,,
つかのま,,
moment,,
N1,,
周期,,
しゅうき,,
cycle,,
N1,,
TOP 10000,,
月日,,
がっぴ,,
(the) date,,
N1,,
分,,
ふん,,
minute; ...,,
N1,,
TOP 300,,
国定,,
こくてい,,
state-sponsored,,
N1,,
悪日,,
あくにち,,
unlucky day,,
N1,,
徐々,,
じょじょ,,
gradually; ...,,
N1,,
TOP 2500,,
君主,,
くんしゅ,,
ruler,,
N1,,
発芽,,
はつが,,
germination,,
N1,,
問う,,
とう,,
to ask; ...,,
N1,,
TOP 5000,,
発育,,
はついく,,
growth,,
N1,,
寝かせる,,
ねかせる,,
to put to bed; ...,,
N1,,
物足りない,,
ものたりない,,
unsatisfied,,
N1,,
TOP 10000,,
即座に,,
そくざに,,
immediately,,
N1,,
TOP 10000,,
切開,,
せっかい,,
incision,,
N1,,
物体,,
ぶったい,,
body,,
N1,,
甘口,,
あまくち,,
sweet flavour; ...,,
N1,,
なんだか,,
(a) little,,
N1,,
TOP 2500,,
短大,,
たんだい,,
junior college,,
N1,,
害する,,
がいする,,
to injure; ...,,
N1,,
短縮,,
たんしゅく,,
shortening,,
N1,,
TOP 10000,,
老ける,,
ふける,,
to age,,
N1,,
愛想,,
あいそ,,
civility,,
N1,,
なんだかんだ,,
something or other,,
N1,,
TOP 10000,,
愛憎,,
あいぞう,,
love and hate,,
N1,,
なんて,,
how ..!; ...,,
N1,,
発掘,,
はっくつ,,
excavation; ...,,
N1,,
TOP 10000,,
闇,,
やみ,,
darkness; ...,,
N1,,
TOP 5000,,
国産,,
こくさん,,
domestic,,
N1,,
TOP 5000,,
物好き,,
ものずき,,
(idle) curiosity,,
N1,,
物資,,
ぶっし,,
goods,,
N1,,
監視,,
かんし,,
monitoring,,
N1,,
TOP 5000,,
華やか,,
はなやか,,
showy,,
N1,,
TOP 5000,,
短波,,
たんぱ,,
short wave,,
N1,,
ばい菌,,
ばいきん,,
germ; ...,,
N1,,
女史,,
じょし,,
Ms; ...,,
N1,,
華々しい,,
はなばなしい,,
brilliant,,
N1,,
電線,,
でんせん,,
electric line; ...,,
N1,,
炭素,,
たんそ,,
carbon (C),,
N1,,
物議,,
ぶつぎ,,
public discussion,,
N1,,
引き取る,,
ひきとる,,
to take over; ...,,
N1,,
TOP 10000,,
くらい,,
approximately; ...,,
N1,,
TOP 200,,
尽きる,,
つきる,,
to be used up,,
N1,,
TOP 10000,,
一挙に,,
いっきょに,,
at a stroke,,
N1,,
軽率,,
けいそつ,,
rash,,
N1,,
尽くす,,
つくす,,
to exhaust; ...,,
N1,,
TOP 5000,,
いびき,,
snoring,,
N1,,
侵す,,
おかす,,
to invade; ...,,
N1,,
至って,,
いたって,,
very much,,
N1,,
TOP 10000,,
脂肪,,
しぼう,,
fat,,
N1,,
TOP 5000,,
即する,,
そくする,,
to conform to,,
N1,,
国交,,
こっこう,,
diplomatic relations,,
N1,,
短気,,
たんき,,
quick temper,,
N1,,
迅速,,
じんそく,,
quick,,
N1,,
TOP 10000,,
側面,,
そくめん,,
side,,
N1,,
TOP 5000,,
短歌,,
たんか,,
tanka,,
N1,,
甘える,,
あまえる,,
to behave like a spoiled child; ...,,
N1,,
TOP 10000,,
引き起こす,,
ひきおこす,,
to cause; ...,,
N1,,
TOP 5000,,
軽減,,
けいげん,,
abatement,,
N1,,
TOP 5000,,
否決,,
ひけつ,,
rejection,,
N1,,
信任,,
しんにん,,
trust,,
N1,,
告白,,
こくはく,,
confession; ...,,
N1,,
TOP 5000,,
宝器,,
ほうき,,
treasured article or vessel,,
N1,,
値する,,
あたいする,,
to be worth,,
N1,,
内閣,,
ないかく,,
cabinet,,
N1,,
図る,,
はかる,,
to plan; ...,,
N1,,
TOP 2500,,
暗殺,,
あんさつ,,
assassination,,
N1,,
TOP 10000,,
暗示,,
あんじ,,
hint,,
N1,,
TOP 10000,,
暗算,,
あんざん,,
mental arithmetic,,
N1,,
はかない,,
fleeting; ...,,
N1,,
インターナショナル,,
international,,
N1,,
インターチェンジ,,
interchange,,
N1,,
漢語,,
かんご,,
Chinese word,,
N1,,
データ,,
data,,
N1,,
TOP 500,,
有力,,
ゆうりょく,,
influential; ...,,
N1,,
TOP 10000,,
放置,,
ほうち,,
leave as is,,
N1,,
TOP 2500,,
映える,,
はえる,,
to shine,,
N1,,
TOP 10000,,
はなはだ,,
very,,
N1,,
放出,,
ほうしゅつ,,
release,,
N1,,
TOP 10000,,
旦那,,
だんな,,
master; ...,,
N1,,
TOP 2500,,
仏像,,
ぶつぞう,,
statue of Buddha,,
N1,,
休戦,,
きゅうせん,,
cease-fire,,
N1,,
軽蔑,,
けいべつ,,
scorn,,
N1,,
有望,,
ゆうぼう,,
good prospects,,
N1,,
放射能,,
ほうしゃのう,,
radioactivity,,
N1,,
照合,,
しょうごう,,
collation,,
N1,,
担架,,
たんか,,
stretcher,,
N1,,
放射,,
ほうしゃ,,
radiation,,
N1,,
照明,,
しょうめい,,
illumination,,
N1,,
TOP 5000,,
信者,,
しんじゃ,,
believer,,
N1,,
TOP 10000,,
私有,,
しゆう,,
private ownership,,
N1,,
私物,,
しぶつ,,
private property,,
N1,,
飲み込む,,
のみこむ,,
to gulp down; ...,,
N1,,
TOP 10000,,
温和,,
おんわ,,
gentle,,
N1,,
主導,,
しゅどう,,
leadership,,
N1,,
TOP 10000,,
河川,,
かせん,,
rivers,,
N1,,
つり革,,
つりかわ,,
strap,,
N1,,
警部,,
けいぶ,,
police inspector,,
N1,,
休める,,
やすめる,,
to rest,,
N1,,
TOP 10000,,
放り込む,,
ほうりこむ,,
to throw into,,
N1,,
放り出す,,
ほうりだす,,
to throw out; ...,,
N1,,
電源,,
でんげん,,
source of electricity; ...,,
N1,,
TOP 5000,,
軽快,,
けいかい,,
casual; ...,,
N1,,
TOP 10000,,
放棄,,
ほうき,,
abandonment,,
N1,,
TOP 10000,,
歓声,,
かんせい,,
cheer,,
N1,,
私用,,
しよう,,
personal use; ...,,
N1,,
休学,,
きゅうがく,,
temporary absence from school,,
N1,,
逆立ち,,
さかだち,,
handstand,,
N1,,
孤児,,
こじ,,
orphan,,
N1,,
孤立,,
こりつ,,
isolation,,
N1,,
孤独,,
こどく,,
isolation,,
N1,,
TOP 10000,,
捧げる,,
ささげる,,
to lift up; ...,,
N1,,
TOP 10000,,
こげ茶,,
こげちゃ,,
dark brown,,
N1,,
創立,,
そうりつ,,
establishment,,
N1,,
あたし,,
I,,
N1,,
TOP 5000,,
火花,,
ひばな,,
spark,,
N1,,
主なる,,
おもなる,,
main,,
N1,,
丘陵,,
きゅうりょう,,
hill,,
N1,,
座談会,,
ざだんかい,,
symposium,,
N1,,
卑しい,,
いやしい,,
lowborn; ...,,
N1,,
警戒,,
けいかい,,
vigilance; ...,,
N1,,
TOP 10000,,
久しい,,
ひさしい,,
long,,
N1,,
嘆く,,
なげく,,
to lament; ...,,
N1,,
値引き,,
ねびき,,
price reduction,,
N1,,
TOP 10000,,
鈍感,,
どんかん,,
thickheaded,,
N1,,
照り返す,,
てりかえす,,
to reflect,,
N1,,
焦る,,
あせる,,
to be in a hurry,,
N1,,
TOP 5000,,
ペア,,
pair; ...,,
N1,,
TOP 10000,,
主題,,
しゅだい,,
subject,,
N1,,
主体,,
しゅたい,,
main constituent; ...,,
N1,,
TOP 10000,,
ねじれる,,
to twist,,
N1,,
観点,,
かんてん,,
point of view,,
N1,,
TOP 5000,,
土手,,
どて,,
embankment; ...,,
N1,,
結び,,
むすび,,
ending; ...,,
N1,,
観覧,,
かんらん,,
viewing,,
N1,,
結び付ける,,
むすびつける,,
to combine,,
N1,,
TOP 10000,,
課外,,
かがい,,
extracurricular,,
N1,,
貫く,,
つらぬく,,
to go through; ...,,
N1,,
TOP 10000,,
結びつく,,
むすびつく,,
to be related; ...,,
N1,,
TOP 10000,,
結びつき,,
むすびつき,,
connection,,
N1,,
委託,,
いたく,,
consign,,
N1,,
TOP 10000,,
説く,,
とく,,
to explain,,
N1,,
TOP 10000,,
説得,,
せっとく,,
persuasion,,
N1,,
TOP 10000,,
非行,,
ひこう,,
delinquency,,
N1,,
貫禄,,
かんろく,,
presence,,
N1,,
還元,,
かんげん,,
reduction; ...,,
N1,,
TOP 5000,,
結核,,
けっかく,,
tuberculosis,,
N1,,
還暦,,
かんれき,,
60th birthday,,
N1,,
土台,,
どだい,,
foundation; ...,,
N1,,
TOP 10000,,
結合,,
けつごう,,
combination; ...,,
N1,,
TOP 10000,,
華美,,
かび,,
pomp,,
N1,,
事業,,
じぎょう,,
project; ...,,
N1,,
TOP 1000,,
脳,,
のう,,
brain; ...,,
N1,,
TOP 2500,,
膨れる,,
ふくれる,,
to swell (out); ...,,
N1,,
努めて,,
つとめて,,
as much as possible; ...,,
N1,,
尉,,
じょう,,
inspector; ...,,
N1,,
分配,,
ぶんぱい,,
division,,
N1,,
納入,,
のうにゅう,,
payment; ...,,
N1,,
手数,,
てすう,,
trouble; ...,,
N1,,
過ぎ,,
すぎ,,
past; ...,,
N1,,
TOP 2500,,
手錠,,
てじょう,,
handcuffs,,
N1,,
避難,,
ひなん,,
taking refuge,,
N1,,
TOP 10000,,
貨幣,,
かへい,,
money,,
N1,,
ど忘れ,,
どわすれ,,
lapse of memory,,
N1,,
インフレ,,
inflation,,
N1,,
課題,,
かだい,,
subject; ...,,
N1,,
TOP 2500,,
馴れ馴れしい,,
なれなれしい,,
over-familiar,,
N1,,
設定,,
せってい,,
establishment; ...,,
N1,,
TOP 300,,
内陸,,
ないりく,,
inland,,
N1,,
設置,,
せっち,,
establishment; ...,,
N1,,
TOP 1000,,
代,,
しろ,,
substitution; ...,,
N1,,
設立,,
せつりつ,,
establishment,,
N1,,
TOP 2500,,
決意,,
けつい,,
decision,,
N1,,
TOP 5000,,
手際,,
てぎわ,,
performance,,
N1,,
剥ぐ,,
はぐ,,
to tear off; ...,,
N1,,
決行,,
けっこう,,
doing,,
N1,,
上下,,
うえした,,
top and bottom; ...,,
N1,,
決議,,
けつぎ,,
resolution,,
N1,,
歯科,,
しか,,
dentistry,,
N1,,
TOP 5000,,
決算,,
けっさん,,
settlement of accounts,,
N1,,
TOP 10000,,
上演,,
じょうえん,,
performance,,
N1,,
TOP 10000,,
内乱,,
ないらん,,
civil war,,
N1,,
日焼け,,
ひやけ,,
sunburn; ...,,
N1,,
TOP 10000,,
機構,,
きこう,,
mechanism,,
N1,,
TOP 5000,,
設ける,,
もうける,,
to prepare ahead of time; ...,,
N1,,
TOP 2500,,
費やす,,
ついやす,,
to spend; ...,,
N1,,
TOP 10000,,
朽ちる,,
くちる,,
to rot; ...,,
N1,,
荷造り,,
にづくり,,
packing,,
N1,,
決勝,,
けっしょう,,
decision of a contest,,
N1,,
TOP 10000,,
荷,,
に,,
load; ...,,
N1,,
決断,,
けつだん,,
decision,,
N1,,
TOP 5000,,
上回る,,
うわまわる,,
to exceed,,
N1,,
TOP 5000,,
手順,,
てじゅん,,
process,,
N1,,
TOP 5000,,
日々,,
ひび,,
every day,,
N1,,
TOP 1000,,
節,,
せつ,,
occasion; ...,,
N1,,
TOP 10000,,
飽和,,
ほうわ,,
saturation,,
N1,,
退学,,
たいがく,,
dropping out of school,,
N1,,
期末,,
きまつ,,
end of term,,
N1,,
期日,,
きじつ,,
fixed date,,
N1,,
TOP 10000,,
退化,,
たいか,,
degeneration,,
N1,,
仲人,,
なこうど,,
matchmaker; ...,,
N1,,
手近,,
てぢか,,
near; ...,,
N1,,
棄権,,
きけん,,
abstaining from voting; ...,,
N1,,
救い,,
すくい,,
help,,
N1,,
TOP 10000,,
救援,,
きゅうえん,,
relief,,
N1,,
インフォメーション,,
information,,
N1,,
退ける,,
しりぞける,,
to repel,,
N1,,
機,,
はた,,
loom,,
N1,,
退職,,
たいしょく,,
retirement,,
N1,,
TOP 5000,,
欠乏,,
けつぼう,,
want,,
N1,,
救済,,
きゅうさい,,
relief,,
N1,,
手元,,
てもと,,
at hand; ...,,
N1,,
TOP 5000,,
手芸,,
しゅげい,,
handicrafts,,
N1,,
手軽,,
てがる,,
easy,,
N1,,
TOP 2500,,
難い,,
かたい,,
difficult,,
N1,,
豊作,,
ほうさく,,
abundant harvest,,
N1,,
きまり悪い,,
きまりわるい,,
feeling awkward,,
N1,,
予想,,
よそう,,
expectation,,
N1,,
TOP 2500,,
内訳,,
うちわけ,,
itemization,,
N1,,
肥料,,
ひりょう,,
manure,,
N1,,
TOP 10000,,
上位,,
じょうい,,
superior; ...,,
N1,,
TOP 2500,,
退治,,
たいじ,,
extermination; ...,,
N1,,
繊維,,
せんい,,
fibre,,
N1,,
TOP 10000,,
武装,,
ぶそう,,
arms,,
N1,,
秘書,,
ひしょ,,
secretary; ...,,
N1,,
TOP 10000,,
訪れる,,
おとずれる,,
to visit; ...,,
N1,,
TOP 2500,,
再発,,
さいはつ,,
return,,
N1,,
TOP 10000,,
褒美,,
ほうび,,
reward,,
N1,,
内部,,
ないぶ,,
interior,,
N1,,
TOP 2500,,
中和,,
ちゅうわ,,
neutralizing; ...,,
N1,,
陶器,,
とうき,,
porcelain,,
N1,,
TOP 10000,,
手がける,,
てがける,,
to handle; ...,,
N1,,
TOP 5000,,
手回し,,
てまわし,,
turning by hand; ...,,
N1,,
鈍る,,
にぶる,,
to become blunt; ...,,
N1,,
一括,,
いっかつ,,
all together,,
N1,,
TOP 2500,,
チェンジ,,
change,,
N1,,
TOP 10000,,
ヤング,,
young,,
N1,,
障る,,
さわる,,
to hinder,,
N1,,
励む,,
はげむ,,
to strive,,
N1,,
TOP 10000,,
取材,,
しゅざい,,
news coverage; ...,,
N1,,
TOP 5000,,
励ます,,
はげます,,
to encourage,,
N1,,
TOP 10000,,
チャネル,,
channel,,
N1,,
TOP 5000,,
逃亡,,
とうぼう,,
escape,,
N1,,
カムバック,,
comeback,,
N1,,
逃走,,
とうそう,,
flight,,
N1,,
逃す,,
のがす,,
to miss; ...,,
N1,,
TOP 10000,,
逃れる,,
のがれる,,
to escape,,
N1,,
TOP 10000,,
一気,,
いっき,,
chug!,,
N1,,
ホール,,
hall; ...,,
N1,,
TOP 5000,,
カメラマン,,
cameraman,,
N1,,
TOP 10000,,
中腹,,
ちゅうふく,,
mountain side,,
N1,,
おだてる,,
to flatter; ...,,
N1,,
守備,,
しゅび,,
defense,,
N1,,
TOP 10000,,
上がり,,
あがり,,
rise; ...,,
N1,,
たぐい,,
kind; ...,,
N1,,
TOP 10000,,
守衛,,
しゅえい,,
security guard,,
N1,,
既婚,,
きこん,,
marriage,,
N1,,
チャイム,,
chime,,
N1,,
人格,,
じんかく,,
personality,,
N1,,
TOP 10000,,
中立,,
ちゅうりつ,,
neutrality,,
N1,,
ダンプ,,
dump; ...,,
N1,,
冷淡,,
れいたん,,
coolness,,
N1,,
干し,,
ほし,,
drying,,
N1,,
冷蔵,,
れいぞう,,
cold storage,,
N1,,
幾多,,
いくた,,
many,,
N1,,
日夜,,
にちや,,
day and night,,
N1,,
備わる,,
そなわる,,
to be furnished with; ...,,
N1,,
TOP 10000,,
ダブる,,
to be duplicated; ...,,
N1,,
共働き,,
ともばたらき,,
both working,,
N1,,
赴任,,
ふにん,,
moving to a different location to start a new job,,
N1,,
逃げ出す,,
にげだす,,
to run away; ...,,
N1,,
侮辱,,
ぶじょく,,
insult,,
N1,,
乳,,
ちち,,
milk; ...,,
N1,,
TOP 10000,,
げっそり,,
being disheartened; ...,,
N1,,
天地,,
てんち,,
heaven and earth; ...,,
N1,,
そっけない,,
cold,,
N1,,
進路,,
しんろ,,
route; ...,,
N1,,
TOP 10000,,
損なう,,
そこなう,,
to harm; ...,,
N1,,
TOP 10000,,
終始,,
しゅうし,,
beginning and end; ...,,
N1,,
TOP 10000,,
一概に,,
いちがいに,,
unconditionally,,
N1,,
負傷,,
ふしょう,,
injury,,
N1,,
ことごとく,,
altogether,,
N1,,
共産,,
きょうさん,,
communism; ...,,
N1,,
負担,,
ふたん,,
burden,,
N1,,
TOP 2500,,
赴く,,
おもむく,,
to go in the direction of; ...,,
N1,,
対辺,,
たいへん,,
opposite side,,
N1,,
震わせる,,
ふるわせる,,
to (make something) quiver,,
N1,,
潜水,,
せんすい,,
diving,,
N1,,
終日,,
しゅうじつ,,
all day,,
N1,,
潜入,,
せんにゅう,,
infiltration,,
N1,,
子息,,
しそく,,
son,,
N1,,
チームワーク,,
teamwork,,
N1,,
こだわる,,
to fuss over; ...,,
N1,,
TOP 10000,,
踏まえる,,
ふまえる,,
to be based on; ...,,
N1,,
TOP 5000,,
中毒,,
ちゅうどく,,
poisoning; ...,,
N1,,
天体,,
てんたい,,
heavenly body,,
N1,,
負債,,
ふさい,,
debt,,
N1,,
添える,,
そえる,,
to garnish; ...,,
N1,,
TOP 5000,,
クイズ,,
quiz,,
N1,,
TOP 10000,,
進化,,
しんか,,
evolution,,
N1,,
TOP 2500,,
役,,
えき,,
war; ...,,
N1,,
